393,40,Shooting Star,192,7
394,40,Hell & High Water,242,8
395,40,Shapes Of Things,185,9
396,40,Violator Girl,204,10
397,40,Tired Of The Rain,196,11
398,40,Drive,185,12
399,40,Rollin On,336,13
400,41,Subterranean Homesick Blues,140,1
401,41,She Belongs To Me,173,2
402,41,Maggies Farm,238,3
403,41,Love Minus Zero,173,4
404,41,Outlaw Blues,182,5
405,41,On The Road Again,157,6
406,41,Bob Dylans 115th Dream,395,7
407,41,Mr Tambourine Man,334,8
408,41,Gates Of Eden,347,9
409,41,Its Alright Ma Im Only Bleeding,457,10
410,41,Its All Over Now Baby Blue,257,11
411,42,Lily Of The West,222,1
412,42,Cant Help Falling In Love,259,2
413,42,Sarah Jane,161,3
414,42,The Ballard Of Ira Hayes,315,4
415,42,Mr Bojangles,329,5
416,42,Mary Anne,153,6
417,42,Big Yellow Taxi,132,7
418,42,A Fool Such As I,158,8
419,42,Spanish Is The Loving Tongue,252,9
420,43,Hurricane,514,1
421,43,Isis,419,2
422,43,Mozambique,182,3
423,43,One More Cup of Coffee,227,4
424,43,Oh,244,5
425,43,Joey,666,6
426,43,Romance In Durango,344,7
427,43,Black Diamond Bay,452,8
428,43,Sara,331,9
429,44,Tight Connection To My Heart has anybody seen my love,318,1
430,44,Seeing The Real You At Last,253,2
431,44,Ill Remember You,250,3
432,44,Clean Cut Kid,252,4
433,44,Never Gonna Be The Same Again,182,5
434,44,Trust Yourself,207,6
435,44,Emotionally Yours,265,7
436,44,When The Night Comes Falling From The Sky,442,8
437,44,Somethings Burning Baby,291,9
438,44,Dark Eyes,299,10
439,45,Slow Train,298,1
440,45,I Want You,245,2
441,45,Gotta Serve Somebody,351,3
442,45,Queen Jane Approximately,399,4
443,45,All Along the Watchtower,384,6
444,45,Knockin on Heavens Door,412,7
445,46,Qui Se Soucie De Moi,211,1
446,46,Je Men Vais Apres Miossec,232,2
447,46,Pauvre Garçon Avec Daniel Darc,310,3
448,46,Pour Jane,189,4
449,46,Je Sais,275,5
450,46,Je Ne Vivrai Pas Sans Toi,224,6
451,46,Roberta,401,7
452,46,Menteur,282,8
453,46,Tes Yeux,287,9
454,46,La Fin Du Monde Pour Dans 10 Minutes,252,10
455,46,Je Te Souhaite à Mon Pire Ennemi,264,11
456,46,Le Vrai Père,314,12
457,47,Cest Quand Le Bonheur,347,4
458,47,Il Y a A Une Question,328,7
459,47,Pensons A Lavenir,463,10
460,47,Dolorosa,340,11
461,47,Le Grand Jour,275,12
462,47,Elle Ma Dit,343,14
475,49,Tell Me,208,1
476,49,Minds Are Controlled,96,2
477,49,Indifferent,79,3
478,49,Broken Will,95,4
479,49,Rabid Dogs,41,5
480,49,L.S.,135,6
481,49,Rednekkk,80,7
482,49,Co-Exist,172,8
483,49,Excluded,73,9
484,49,Dark Thoughts,110,10
485,49,Poison Planet,86,11
486,49,What?,153,12
487,49,Negative Outlook,53,13
488,49,Positive Outlook,133,14
489,49,No Drunk,23,15
490,49,College Town,125,16
491,49,Not Safe,152,17
492,49,Eye for an Eye,81,18
493,49,Nothings Gonna Change,73,19
494,49,Center of the World,30,21
495,49,Citizen,50,22
496,49,Not for Me,69,23
497,49,What ?,146,24
498,50,Loss For Words,246,1
499,50,Mad World,114,2
500,50,Consumed,173,3
501,50,Holier,147,4
502,50,Prayer,146,6
503,50,Intervention,146,7
504,50,Kiss of Death,91,8
505,50,Hungry Child,79,9
506,50,Animosity,257,10
507,51,Technocracy,193,1
508,51,Happily Ever After,262,3
509,51,Crawling,263,4
510,51,Ahh Blugh Milking the Sick Farce,31,5
511,52,These Shrouded Temples,158,1
512,52,Damned For All Time,353,2
513,52,Dance Of The Dead,270,3
514,52,Buried,319,4
515,52,Break The Circle,251,5
516,52,Painted Smiling Face,264,6
517,52,Mine Are The Eyes Of God,301,7
518,52,Shallow Ground,142,8
519,52,Vote With A Bullet,208,9
520,52,Great Purification,274,10
521,52,White Noise,260,11
522,52,Echoes In The Well,334,12
523,52,Remain,208,13
524,52,Condition A/Condition B,69,14
525,52,Future Now,169,15
526,52,Jim Beam And The Coon Ass,156,16
527,53,Heavens Not Overflowing,302,1
528,53,Albatross,321,2
529,53,Clean My Wounds,213,3
530,53,Without Wings,114,4
531,53,Broken Man,295,5
532,53,Senor Limpio,234,6
533,53,Mano De Mono,96,7
534,53,Seven Days,297,8
535,53,#2121313,62,9
536,53,My Grain,200,10
537,53,Deliverance,264,11
538,53,Shake Like You,260,12
539,53,Shelter,206,13
540,53,Pearls Before Swine,406,14
541,54,King of the Rotten,194,1
542,54,Long Whip/Big America,293,2
543,54,Wiseblood,182,3
544,54,Goodbye Windows,342,4
545,54,Born Again for the Last Time,280,5
546,54,Drowning in a Daydream,263,6
547,54,The Snake Has No Head,253,7
548,54,The Door,208,8
549,54,Man or Ash,314,9
550,54,Redemption City,291,10
551,54,Wishbone Some Tomorrow,240,11
553,54,Bottom Feeder El Que Come Abajo,472,13
554,55,Over Me,260,1
555,55,Congratulations Song,201,2
556,55,Stare Too Long,297,3
557,55,Diabolo Boulevard,208,4
558,55,Doublewide,256,5
559,55,Zippo,269,6
560,55,Whos got the Fire,198,7
561,55,Sleeping Martyr,299,8
562,55,Take What you Want,211,9
563,55,13 Angels,396,10
564,55,Gittin it On,159,11
565,55,Rather See you Dead,105,12
566,55,Steady Roller,144,13
567,56,Diablo Blvd.,233,2
568,56,13 Angels-7 Days,491,10
569,56,Long Whip-Big America,332,13
570,57,Stone Breaker,317,1
571,57,Paranoid Opioid,391,2
572,57,It Is That Way,317,3
573,57,Dirty Hands Empty Pockets/Already Gone,291,4
574,57,Rise River Rise,306,5
575,57,Never Turns to More,496,6
576,57,Infinite War,227,7
577,57,So Much Left Behind,319,8
578,57,Backslider,390,9
579,57,World of Fire,242,10
580,57,Crown of Thorns,153,11
581,57,In the Arms of God,421,12
582,58,Thrashers,433,1
583,58,Evil Priest,295,2
584,58,Voracious Souls,340,3
585,58,Kill As One,300,4
586,58,The Ultra-Violence,635,5
587,58,Mistress Of Pain,245,6
588,58,Final Death,364,7
589,58,I.P.F.S.,117,8
590,59,3rd Floor,296,1
591,59,Road Mutants,224,2
592,59,Why You Do This,330,3
593,59,Bored,210,4
594,59,Devils Metal,334,5
595,59,Confused,445,6
596,59,Guilty Of Innocence,265,7
597,59,Open Up,342,8
598,59,Shores Of Sin,389,9
599,59,Cold Gin,261,10
600,59,Mind Rape,318,11
601,60,Seemingly Endless Time,230,1
602,60,Stop,311,2
603,60,Veil Of Deception,154,3
604,60,The Organization,257,4
605,60,Discontinued,353,5
606,60,A Room With A View,282,6
607,60,Stagnant,335,7
608,60,Ex-tc,186,8
609,60,Disturbing The Peace,233,9
610,60,Falling Asleep,356,10
611,61,Why You Do This?,366,2
612,62,Minus Blindfold,244,2
613,62,One Weak,269,3
614,62,Nosebleed,266,4
615,62,Lifter,283,5
616,62,Root,221,6
617,62,7 Words,224,7
618,62,Birthmark,259,8
619,62,Engine No.9,205,9
620,62,Fireal,395,10
621,62,Fist,216,11
2906,62,"Bored,",246,1
622,63,Back To School,237,1
623,63,Feiticeira,189,2
624,63,Back To School Live,237,3
625,63,NoseBleed Live,261,4
626,63,Teething Live,191,5
627,63,Change In the house Of Files,299,6
628,63,White Pony epk  Short Version,453,7
629,64,Savory,276,1
630,64,Wax And Wane,249,2
631,64,Change In The House Of Flies [Acoustic],316,3
632,64,Simple Man,380,4
633,64,Sinatra,283,5
634,64,No Ordinary Love,335,6
635,64,Teenager Idiot Version,226,7
636,64,Crenshaw Punch - Ill Throw Rocks At You,289,8
637,64,Black Moon,198,9
638,64,If Only Tonight We Could Sleep,307,10
639,64,Please Please Please Let Me Get What I Want,122,11
640,64,Digital Bath Acoustic,288,12
641,64,The Chauffeur,322,13
642,64,Be Quiet And Drive Far Away [Acoustic],273,14
643,65,Here With Me,255,1
644,65,Hunter,237,2
645,65,Dont Think Of Me,272,3
646,65,My Lovers Gone,268,4
647,65,All You Want,234,5
648,65,Thank You,218,6
649,65,Honestly Ok,278,7
650,65,Slide,294,8
651,65,Isobel,234,9
652,65,Im No Angel,235,10
653,65,My Life,189,11
654,65,Take My Hand,403,12
655,65,Thankyou S & S BeastMix,206,13
656,66,Once Upon A Time In The West,316,1
657,66,News,254,2
658,66,Where Do You Think Youre Goin,226,3
659,66,Communiqué,343,4
660,66,Lady Writer,220,5
661,66,Angel Of Mercy,270,6
662,66,Portobello Belle,265,7
663,66,Single Handed Sailor,283,8
664,66,Follow Me Home,343,9
665,67,Tunnel Of Love,489,1
666,67,Romeo And Juliet,355,2
667,67,Skateaway,379,3
668,67,Expresso Love,303,4
669,67,Hand In Hand,289,5
670,67,Solid Rock,199,6
671,67,Les Boys,246,7
672,68,Telegraph Road,863,1
673,68,Private Investigations,406,2
674,68,Industrial Disease,351,3
675,68,Love Over Gold,378,4
676,68,It Never Rains,481,5
677,69,So Far Away,306,1
678,69,Money For Nothing,504,2
679,69,Walk Of Life,247,3
680,69,Your Latest Trick,390,4
681,69,Why Worry,503,5
682,69,Ride Across The River,417,6
683,69,The Mans Too Strong,278,7
684,69,Brothers In Arms,415,9
685,70,Sultans Of Swing,347,1
686,70,Down To The Waterline,241,2
687,70,Portobello Belle - Live,274,3
688,70,Twisting By The Pool Remix,211,4
689,70,Where Do You Think Youre Going,211,7
690,70,Telegraph Road - Live Remix,719,10
691,71,Calling Elvis,387,1
692,71,On Every Street,304,2
693,71,When It Comes to You,301,3
695,71,The Bug,257,5
696,71,You and Your Friend,359,6
697,71,Heavy Fuel,296,7
698,71,Iron Hand,190,8
699,71,Ticket to Heaven,266,9
700,71,My Parties,333,10
701,71,Planet of New Orleans,468,11
702,71,How Long,229,12
2904,71,Fade to Black,231,4
703,72,Jaime Les Interdits,190,1
704,72,Sur La Route 66,257,2
705,72,Faut Faire Avec Moi,215,3
706,72,Le Monde Est Trop Petit,235,4
707,72,Ya Danger,231,5
708,72,Je Chante Pour Ceux Qui Ont Le Blues,272,6
709,72,Reality Show,257,7
710,72,Cest Pas Ta Journée,258,8
711,72,Coeur Glacé,261,9
712,72,Faudrait Pas Rester Là,255,10
713,72,Au Bar Du Lutetia,267,11
714,73,Song of the storm,194,1
715,73,I wanna be your dog,161,2
716,73,Dame de lotus,201,3
717,73,Desert,184,4
718,73,Fleur de saison,251,5
719,73,Le vieil amant,277,6
720,73,Sweet blossom,226,7
721,73,Rose hybride de the,196,8
722,73,Never fall in love,174,9
723,73,Flowers,147,10
724,73,Il pleut,210,11
725,73,Swimming,251,12
726,73,In the lake,209,13
727,73,My old friend,290,14
728,73,To the dancers in the rain,164,15
729,74,Alicia,237,1
730,74,Opium,171,5
731,74,Annie,202,11
732,74,En cendres,323,13
733,75,Cool No 9 - Satriani,407,1
734,75,Flying In A Blue Dream - Satriani,360,2
735,75,Summer Song - Satriani,390,3
736,75,Zap - Johnson,367,4
737,75,Manhattan - Johnson,316,5
738,75,Camels Night Out - Johnson,357,6
739,75,Answers - Vai,419,7
740,75,For The Love Of God - Vai,467,8
741,75,The Attitude Song - Vai,316,9
742,75,Going Down - All,348,10
743,75,My Guitar Wants To Kill Your Mama - All,321,11
744,75,Red House - All,553,12
745,76,Bring Me To Life,239,2
746,76,Going Under,215,1
747,76,Everybodys Fool,196,3
748,76,My Immortal,264,4
749,76,Haunted,187,5
750,76,Tourniquet,278,6
751,76,Imaginary,258,7
752,76,Taking Over Me,230,8
753,76,Hello,221,9
754,76,My Last Breath,248,10
755,76,Whisper,328,11
756,77,Sweet Sacrifice,186,1
757,77,Call Me When Youre Sober,215,2
758,77,Weight Of The World,218,3
759,77,Lithium,224,4
760,77,Cloud Nine,263,5
761,77,Snow White Queen,263,6
762,77,Lacrymosa,218,7
763,77,Like You,257,8
764,77,Lose Control,290,9
765,77,The Only One,281,10
766,77,Your Star,284,11
767,77,All That Im Living For,229,12
768,77,Good Enough,332,13
769,78,Toque De Muerto,83,1
770,78,Savage Seas Retribution,192,2
771,78,Hostage To Heaven,238,3
772,78,Monster Among Us.,263,4
773,78,Innate Affliction,215,6
774,78,Colors of Death,185,7
775,78,Ostracized,188,8
776,78,Cleanse the Seed,296,9
777,78,Heretic War Chant,324,10
778,78,Longest Hate,302,11
2901,78,Guilty Of Innocence,218,5
779,79,Pathetic Liar,184,1
780,79,Portait Of Henry,88,2
781,79,Empress Rancor,215,3
782,79,Descending Darkness,121,4
783,79,War Between One,136,5
784,79,Scream At The Sky,287,6
785,79,Silent Stranger,175,7
786,79,The Summoning,268,8
787,79,Rusty Nail,205,9
788,79,Myth Of Man,224,10
789,79,Code Of Silence,362,11
790,80,Isolation,219,1
791,80,Amped,261,2
792,80,Lockdown,243,3
793,80,Griefeless,364,4
794,80,Fo Resight,230,5
795,80,Human?,290,6
796,80,Vindicate,260,7
797,80,Stresscase,179,8
798,80,Challenge,194,9
799,80,Verrater Betrayer,252,10
800,80,Bug Juice,316,11
801,81,Curse of the Cloth,304,1
802,81,The Answer,230,2
803,81,Prophecy,258,3
804,81,Endowment of Apathy,187,4
805,81,Enemy Mind,204,5
806,81,Skin Trade,266,6
807,81,Built to Resist,267,7
808,81,The Gift,253,8
809,81,Privilege,289,9
810,81,Blood of Saints,304,10
811,81,Man with NO Insides,332,11
812,82,High,246,1
813,82,Youre Beautiful,215,2
814,82,Wise Men,225,3
815,82,Goodbye My Lover,261,4
816,82,Tears And Rain,247,5
817,82,Out Of My Mind,216,6
818,82,So Long,267,7
819,82,Billy,220,8
820,82,Cry,249,9
821,82,No Bravery,243,10
822,83,Look What Youve Done,253,1
823,83,Shocked,198,2
824,83,Sweet Little Woman,243,3
825,83,Marie,157,5
826,83,Ruby Lee,266,6
827,83,Many Rivers to Cross,223,7
828,83,So Good,155,8
829,83,Talking Back to the Night,289,9
830,83,Just Like Always,206,10
2886,83,Seven Days,323,4
831,84,Civilized Man,235,1
832,84,There Goes My Baby,227,2
833,84,Come On In,229,3
834,84,Tempted,255,4
835,84,Long Drag Off a Cigarette,155,5
836,84,I Love the Night,229,6
837,84,Crazy in Love,232,7
838,84,A Girl Like You,189,8
839,84,Hold On I Feel Our Love Is Changing,222,9
840,84,Even a Fool Would Let Go,232,10
841,85,Shelter Me,341,1
842,85,A to Z,260,2
843,85,Dont You Love Me Anymore,326,3
844,85,Living Without Your Love,252,4
845,85,Dont Drink the Water,208,5
846,85,You Can Leave Your Hat On,255,6
847,85,Heart of the Matter,261,7
848,85,Inner City Blues Make Me Wanna Holler,353,8
849,85,Love Is on a Fade,246,9
850,85,Heaven,274,10
851,86,Unchain My Heart,304,1
852,86,Two Wrongs Dont Make a Right,244,2
853,86,I Stand in Wonder,263,3
854,86,Rivers Rising,249,4
855,86,All Our Tomorrows,265,6
856,86,A Woman Loves a Man,257,7
857,86,Trust in Me,256,8
858,86,The One,278,9
859,86,Satisfied,205,10
2895,86,Isolation,232,5
860,87,When the Night Comes,320,1
861,87,I Will Live for You,250,2
862,87,Ive Got to Use My Imagination,265,3
863,87,Letting Go,252,4
864,87,Just to Keep from Drowning,281,5
865,87,Unforgiving,210,6
866,87,Another Mind Gone,285,7
867,87,Fever,219,8
